timestamp,percentage,depth,notional
2024-01-15 18:10:34,-1,1421.83000000,60528568.94381000
2024-01-15 18:10:34,1,1668.73900000,71635537.17502000
2024-01-15 18:10:34,2,4213.78700000,182073561.03071000
2024-01-15 18:10:34,3,6207.82800000,269502436.18114000
2024-01-15 18:10:34,4,7823.00900000,340976116.10120000
2024-01-15 18:10:34,5,8915.35100000,389706729.47740000
2024-01-15 18:11:04,-5,8986.91000000,374474974.94064000
2024-01-15 18:11:04,-4,6621.16000000,277831197.99137000
2024-01-15 18:11:04,-3,5258.20200000,221496059.74573000
2024-01-15 18:11:04,-2,3621.48400000,153224943.03208000
2024-01-15 18:11:04,-1,1372.14300000,58475437.01456000
2024-01-15 18:11:04,1,1762.65000000,75755212.55312000
2024-01-15 18:11:04,2,4216.11500000,182288578.79428000
2024-01-15 18:11:04,3,6240.39900000,271092310.70340000
2024-01-15 18:11:04,4,7966.84100000,347577260.31019000
2024-01-15 18:11:04,5,8862.82600000,387599748.03070000
2024-01-15 18:11:31,-5,9015.52800000,375603699.17970000
2024-01-15 18:11:31,-4,6627.92000000,278077014.15447000
2024-01-15 18:11:31,-3,5519.13400000,232298196.23723000
2024-01-15 18:11:31,-2,3633.12300000,153692955.53022000
2024-01-15 18:11:31,-1,1390.92900000,59256249.98506000
2024-01-15 18:11:31,1,1770.43700000,76069399.64902000
2024-01-15 18:11:31,2,4216.78900000,182281374.43918000
2024-01-15 18:11:31,3,6240.34700000,271036481.55710000
2024-01-15 18:11:31,4,7916.94100000,345279022.25779000
2024-01-15 18:11:31,5,8910.81900000,389653293.67420000
2024-01-15 18:12:04,-5,8967.73500000,373499428.32200000
2024-01-15 18:12:04,-4,6592.32900000,276482568.14587000
2024-01-15 18:12:04,-3,5505.54100000,231628588.96469000
2024-01-15 18:12:04,-2,3692.12600000,156085395.92102000
2024-01-15 18:12:04,-1,1362.71300000,58016686.60651000
2024-01-15 18:12:04,1,1639.56700000,70402152.45402000
2024-01-15 18:12:04,2,4192.70700000,181207473.14471000
2024-01-15 18:12:04,3,6208.36400000,269597143.56984000
2024-01-15 18:12:04,4,7857.45700000,342601800.63978000
2024-01-15 18:12:04,5,8893.39500000,388838093.29460000
